DATE,TIME,CH4 (ppm),CO2 (ppm),H2O (%),N2O (ppm),NH3 (ppb),Date_time
18/02/2024,11:16:13,1.82,419.8,1.84,,1.51,18/02/2024 11:16
18/02/2024,12:16:14,1.85,424.8,1.89,,1.52,18/02/2024 12:16
18/02/2024,13:16:16,1.87,426.7,1.95,,1.50,18/02/2024 13:16
18/02/2024,14:16:17,1.88,429.7,1.97,,1.55,18/02/2024 14:16
18/02/2024,15:16:20,1.86,427.1,2.02,,1.58,18/02/2024 15:16
18/02/2024,16:16:22,1.91,423.1,2.01,,1.56,18/02/2024 16:16
18/02/2024,17:16:20,1.95,425.0,1.95,,1.53,18/02/2024 17:16
18/02/2024,18:16:20,2.05,429.9,1.95,,1.55,18/02/2024 18:16
18/02/2024,19:16:26,1.98,442.3,1.94,,1.54,18/02/2024 19:16
18/02/2024,20:16:25,2.13,460.2,1.91,,1.55,18/02/2024 20:16
18/02/2024,21:16:26,2.13,448.9,1.93,,1.52,18/02/2024 21:16
18/02/2024,22:16:25,2.15,453.5,1.92,,1.52,18/02/2024 22:16
18/02/2024,23:16:28,2.23,453.3,1.92,,1.53,18/02/2024 23:16
19/02/2024,0:16:28,2.24,450.2,1.94,,1.54,19/02/2024 0:16
19/02/2024,1:16:32,2.16,439.4,1.97,,1.55,19/02/2024 1:16
19/02/2024,2:16:37,1.97,422.8,1.99,,1.56,19/02/2024 2:16
19/02/2024,3:16:38,1.86,417.3,1.99,,1.55,19/02/2024 3:16
19/02/2024,4:16:37,2.00,429.2,1.98,,1.54,19/02/2024 4:16
19/02/2024,5:16:39,1.85,419.2,1.91,,1.52,19/02/2024 5:16
19/02/2024,6:16:41,1.83,415.3,1.82,,1.47,19/02/2024 6:16
19/02/2024,7:16:43,1.81,412.2,1.82,,1.46,19/02/2024 7:16
19/02/2024,8:16:45,1.81,411.0,1.78,,1.47,19/02/2024 8:16
19/02/2024,9:16:44,1.81,410.7,1.92,,1.54,19/02/2024 9:16
19/02/2024,10:16:46,1.81,410.2,1.92,,1.59,19/02/2024 10:16
19/02/2024,11:16:49,1.84,413.3,1.89,,1.62,19/02/2024 11:16
19/02/2024,12:16:51,1.84,413.7,1.90,,1.59,19/02/2024 12:16
19/02/2024,13:16:54,2.24,412.0,1.92,,1.56,19/02/2024 13:16
19/02/2024,14:16:54,2.24,409.7,1.85,,1.56,19/02/2024 14:16
19/02/2024,15:16:53,2.11,409.2,1.82,,1.52,19/02/2024 15:16
19/02/2024,16:16:53,1.87,410.5,1.70,,1.45,19/02/2024 16:16
19/02/2024,17:16:55,1.86,413.1,1.72,,1.47,19/02/2024 17:16
19/02/2024,18:16:57,1.89,426.3,1.80,,1.52,19/02/2024 18:16
19/02/2024,19:17:00,2.00,440.0,1.86,,1.57,19/02/2024 19:17
19/02/2024,20:16:59,2.03,435.2,1.85,,1.57,19/02/2024 20:16
19/02/2024,21:17:00,2.00,440.1,1.85,,1.56,19/02/2024 21:17
19/02/2024,22:17:04,1.95,429.1,1.86,,1.57,19/02/2024 22:17
19/02/2024,23:17:07,1.94,423.0,1.91,,1.54,19/02/2024 23:17
20/02/2024,0:17:10,1.97,426.0,1.92,,1.52,20/02/2024 0:17
20/02/2024,1:17:11,1.94,421.8,1.90,,1.52,20/02/2024 1:17
20/02/2024,2:17:13,1.91,422.8,1.92,,1.51,20/02/2024 2:17
20/02/2024,3:17:13,2.19,421.6,1.89,,1.48,20/02/2024 3:17
20/02/2024,4:17:17,2.41,432.3,1.86,,1.46,20/02/2024 4:17
20/02/2024,5:17:16,2.40,439.4,1.88,,1.45,20/02/2024 5:17
20/02/2024,6:17:17,2.34,435.1,1.96,,1.49,20/02/2024 6:17
20/02/2024,7:17:22,2.10,426.0,2.00,,1.49,20/02/2024 7:17
20/02/2024,8:17:23,1.87,408.1,1.98,,1.50,20/02/2024 8:17
20/02/2024,9:17:23,1.83,406.5,1.92,,1.48,20/02/2024 9:17
20/02/2024,10:17:22,1.82,407.3,1.91,,1.43,20/02/2024 10:17
20/02/2024,11:17:25,1.81,407.9,1.98,,1.46,20/02/2024 11:17
20/02/2024,12:17:27,1.80,407.6,1.98,,1.46,20/02/2024 12:17
20/02/2024,13:17:27,1.79,406.8,2.02,,1.47,20/02/2024 13:17
20/02/2024,14:17:29,1.79,406.5,1.99,,1.48,20/02/2024 14:17
20/02/2024,15:17:32,1.79,405.0,2.03,,1.56,20/02/2024 15:17
20/02/2024,16:17:30,1.79,405.2,2.01,,1.57,20/02/2024 16:17
20/02/2024,17:17:31,1.79,406.9,2.03,,1.58,20/02/2024 17:17
20/02/2024,18:17:34,1.79,408.0,2.09,,1.63,20/02/2024 18:17
20/02/2024,19:17:39,1.81,412.9,2.12,,1.60,20/02/2024 19:17
20/02/2024,20:17:40,1.84,416.9,2.12,,1.58,20/02/2024 20:17
20/02/2024,21:17:40,1.87,422.8,2.08,,1.54,20/02/2024 21:17
20/02/2024,22:17:41,2.13,424.1,2.04,,1.49,20/02/2024 22:17
20/02/2024,23:17:42,2.21,441.9,2.03,,1.46,20/02/2024 23:17
21/02/2024,0:17:42,2.30,451.7,2.03,,1.44,21/02/2024 0:17
21/02/2024,1:17:44,2.38,451.8,2.03,,1.42,21/02/2024 1:17
21/02/2024,2:17:44,2.48,462.3,2.02,,1.40,21/02/2024 2:17
21/02/2024,3:17:44,2.68,470.6,1.98,,1.39,21/02/2024 3:17
21/02/2024,4:17:46,2.91,489.2,1.93,,1.37,21/02/2024 4:17
21/02/2024,5:17:48,2.87,502.2,1.96,,1.41,21/02/2024 5:17
21/02/2024,6:17:48,2.36,461.9,2.05,,1.44,21/02/2024 6:17
21/02/2024,7:17:52,2.23,431.9,2.05,,1.43,21/02/2024 7:17
21/02/2024,8:17:53,2.12,426.6,2.02,,1.42,21/02/2024 8:17
21/02/2024,9:17:55,2.00,421.7,2.05,,1.47,21/02/2024 9:17
21/02/2024,10:17:57,1.93,418.8,2.01,,1.47,21/02/2024 10:17
21/02/2024,11:17:59,1.87,411.6,1.92,,1.48,21/02/2024 11:17
21/02/2024,12:18:00,1.86,409.4,1.94,,1.55,21/02/2024 12:18
21/02/2024,13:18:00,1.85,406.6,2.07,,1.78,21/02/2024 13:18
21/02/2024,14:18:02,1.82,403.5,2.14,,1.91,21/02/2024 14:18
21/02/2024,15:18:02,1.81,404.5,2.21,,1.98,21/02/2024 15:18
21/02/2024,16:18:06,1.80,407.0,2.18,,2.03,21/02/2024 16:18
21/02/2024,17:18:09,1.80,410.3,2.13,,1.96,21/02/2024 17:18
21/02/2024,18:18:10,1.81,413.0,2.09,,1.86,21/02/2024 18:18
21/02/2024,19:18:15,1.85,416.9,2.12,,1.85,21/02/2024 19:18
21/02/2024,20:18:16,1.86,422.7,2.14,,1.81,21/02/2024 20:18
21/02/2024,21:18:15,1.88,435.6,2.15,,1.82,21/02/2024 21:18
21/02/2024,22:18:15,1.97,453.2,2.15,,1.76,21/02/2024 22:18
21/02/2024,23:18:16,2.04,464.5,2.16,,1.74,21/02/2024 23:18
22/02/2024,0:18:17,2.31,469.7,2.15,,1.69,22/02/2024 0:18
22/02/2024,1:18:18,2.32,482.0,2.14,,1.66,22/02/2024 1:18
22/02/2024,2:18:22,2.37,474.0,2.13,,1.62,22/02/2024 2:18
22/02/2024,3:18:21,2.31,468.4,2.13,,1.60,22/02/2024 3:18
22/02/2024,4:18:22,2.40,470.5,2.15,,1.58,22/02/2024 4:18
22/02/2024,5:18:22,2.36,474.3,2.19,,1.59,22/02/2024 5:18
22/02/2024,6:18:26,2.35,469.3,2.18,,1.61,22/02/2024 6:18
22/02/2024,7:18:26,2.12,455.2,2.07,,1.56,22/02/2024 7:18
22/02/2024,8:18:28,1.91,435.8,1.93,,1.52,22/02/2024 8:18
22/02/2024,9:18:28,1.86,421.5,1.87,,1.58,22/02/2024 9:18
22/02/2024,10:18:30,1.85,412.7,1.88,,1.69,22/02/2024 10:18
22/02/2024,11:18:32,1.83,406.4,1.83,,1.71,22/02/2024 11:18
22/02/2024,12:18:29,1.83,404.4,1.76,,1.67,22/02/2024 12:18
22/02/2024,13:18:30,1.83,404.2,1.73,,1.74,22/02/2024 13:18
22/02/2024,14:18:32,1.82,403.9,1.64,,1.76,22/02/2024 14:18
22/02/2024,15:18:33,1.82,404.9,2.03,,2.10,22/02/2024 15:18
22/02/2024,16:18:35,1.82,406.6,2.33,,2.17,22/02/2024 16:18
22/02/2024,17:18:34,1.85,411.9,2.29,,1.95,22/02/2024 17:18
22/02/2024,18:18:36,1.85,414.3,2.18,,1.80,22/02/2024 18:18
22/02/2024,19:18:40,1.83,411.0,2.16,,1.73,22/02/2024 19:18
22/02/2024,20:18:42,1.80,407.0,2.09,,1.68,22/02/2024 20:18
22/02/2024,21:18:42,1.79,405.1,2.01,,1.60,22/02/2024 21:18
22/02/2024,22:18:46,1.79,404.2,1.92,,1.54,22/02/2024 22:18
22/02/2024,23:18:41,1.79,404.0,1.84,,1.48,22/02/2024 23:18
23/02/2024,0:18:43,1.79,403.7,1.78,,1.44,23/02/2024 0:18
23/02/2024,1:18:48,1.80,403.2,1.81,,1.44,23/02/2024 1:18
23/02/2024,2:18:48,1.80,403.3,1.78,,1.44,23/02/2024 2:18
23/02/2024,3:18:48,1.80,403.3,1.75,,1.44,23/02/2024 3:18
23/02/2024,4:18:52,1.80,403.9,1.72,,1.41,23/02/2024 4:18
23/02/2024,5:18:54,1.81,404.9,1.71,,1.44,23/02/2024 5:18
23/02/2024,6:18:54,1.80,403.9,1.74,,1.45,23/02/2024 6:18
23/02/2024,7:18:55,1.81,404.5,1.63,,1.42,23/02/2024 7:18
23/02/2024,8:19:02,1.80,404.1,1.52,,1.41,23/02/2024 8:19
23/02/2024,9:19:01,1.80,405.2,1.51,,1.44,23/02/2024 9:19
23/02/2024,10:19:03,1.80,404.8,1.50,,1.44,23/02/2024 10:19
23/02/2024,11:19:07,1.80,404.0,1.51,,1.48,23/02/2024 11:19
23/02/2024,12:19:03,1.80,404.4,1.50,,1.50,23/02/2024 12:19
23/02/2024,13:19:06,1.80,405.1,1.49,,1.55,23/02/2024 13:19
23/02/2024,14:19:08,1.80,405.2,1.50,,1.54,23/02/2024 14:19
23/02/2024,15:19:08,1.80,405.4,1.54,,1.60,23/02/2024 15:19
23/02/2024,16:19:09,1.80,406.1,1.53,,1.57,23/02/2024 16:19
23/02/2024,17:19:13,1.81,408.1,1.54,,1.53,23/02/2024 17:19
23/02/2024,18:19:14,1.81,409.3,1.55,,1.50,23/02/2024 18:19
23/02/2024,19:19:13,1.81,408.9,1.59,,1.49,23/02/2024 19:19
23/02/2024,20:19:15,1.84,411.2,1.60,,1.44,23/02/2024 20:19
23/02/2024,21:19:14,1.91,417.8,1.58,,1.43,23/02/2024 21:19
23/02/2024,22:19:14,1.91,423.1,1.57,,1.42,23/02/2024 22:19
23/02/2024,23:19:16,2.11,430.6,1.55,,1.38,23/02/2024 23:19
24/02/2024,0:19:15,2.22,431.4,1.54,,1.37,24/02/2024 0:19
24/02/2024,1:19:17,2.22,431.9,1.50,,1.35,24/02/2024 1:19
24/02/2024,2:19:16,2.34,436.1,1.47,,1.35,24/02/2024 2:19
24/02/2024,3:19:16,2.54,442.2,1.46,,1.33,24/02/2024 3:19
24/02/2024,4:19:19,2.86,441.8,1.42,,1.32,24/02/2024 4:19
24/02/2024,5:19:16,2.79,436.9,1.39,,1.32,24/02/2024 5:19
24/02/2024,6:19:20,2.72,432.1,1.42,,1.36,24/02/2024 6:19
24/02/2024,7:19:20,2.48,424.5,1.45,,1.34,24/02/2024 7:19
24/02/2024,8:19:20,2.13,417.3,1.46,,1.31,24/02/2024 8:19
24/02/2024,9:19:21,1.90,413.9,1.41,,1.32,24/02/2024 9:19
24/02/2024,10:19:24,1.87,412.6,1.37,,1.39,24/02/2024 10:19
24/02/2024,11:19:25,1.86,411.3,1.38,,1.45,24/02/2024 11:19
24/02/2024,12:19:26,1.84,407.3,1.50,,1.52,24/02/2024 12:19
24/02/2024,13:19:24,1.83,405.3,1.51,,1.66,24/02/2024 13:19
24/02/2024,14:19:24,1.83,403.4,1.69,,1.86,24/02/2024 14:19
24/02/2024,15:19:27,1.81,402.1,1.72,,1.86,24/02/2024 15:19
24/02/2024,16:19:31,1.81,403.0,1.77,,1.86,24/02/2024 16:19
24/02/2024,17:19:34,1.82,406.9,1.77,,1.74,24/02/2024 17:19
24/02/2024,18:19:32,1.82,408.3,1.81,,1.72,24/02/2024 18:19
24/02/2024,19:19:35,1.83,411.1,1.82,,1.68,24/02/2024 19:19
24/02/2024,20:19:35,1.83,417.2,1.83,,1.59,24/02/2024 20:19
24/02/2024,21:19:37,1.83,427.8,1.84,,1.53,24/02/2024 21:19
24/02/2024,22:19:38,1.86,442.5,1.84,,1.54,24/02/2024 22:19
24/02/2024,23:19:41,1.91,443.7,1.83,,1.47,24/02/2024 23:19
25/02/2024,0:19:44,1.96,447.0,1.83,,1.42,25/02/2024 0:19
25/02/2024,1:19:44,2.03,457.5,1.81,,1.38,25/02/2024 1:19
25/02/2024,2:19:46,2.35,470.0,1.80,,1.37,25/02/2024 2:19
25/02/2024,3:19:46,2.22,489.8,1.79,,1.36,25/02/2024 3:19
25/02/2024,4:19:48,2.44,510.1,1.77,,1.35,25/02/2024 4:19
25/02/2024,5:19:50,2.38,498.5,1.81,,1.38,25/02/2024 5:19
25/02/2024,6:19:50,2.34,469.5,1.85,,1.39,25/02/2024 6:19
25/02/2024,7:19:49,2.36,448.6,1.88,,1.38,25/02/2024 7:19
25/02/2024,8:19:56,2.36,438.2,1.89,,1.39,25/02/2024 8:19
25/02/2024,9:19:58,2.35,433.0,1.80,,1.37,25/02/2024 9:19
25/02/2024,10:19:59,1.89,415.8,1.77,,1.39,25/02/2024 10:19
25/02/2024,11:20:00,1.85,407.0,1.76,,1.36,25/02/2024 11:20
25/02/2024,12:20:01,1.83,404.9,1.80,,1.40,25/02/2024 12:20
25/02/2024,13:20:01,1.82,403.1,1.89,,1.42,25/02/2024 13:20
25/02/2024,14:19:59,1.81,401.2,1.88,,1.43,25/02/2024 14:19
25/02/2024,15:20:03,1.80,401.4,1.91,,1.47,25/02/2024 15:20
25/02/2024,16:20:05,1.80,402.4,1.88,,1.46,25/02/2024 16:20
25/02/2024,17:20:04,1.80,402.7,1.86,,1.45,25/02/2024 17:20
25/02/2024,18:20:05,1.80,403.3,1.85,,1.44,25/02/2024 18:20
25/02/2024,19:20:04,1.80,403.9,1.82,,1.41,25/02/2024 19:20
25/02/2024,20:20:07,1.80,404.2,1.84,,1.37,25/02/2024 20:20
25/02/2024,21:20:07,1.80,403.8,1.79,,1.34,25/02/2024 21:20
25/02/2024,22:20:10,1.80,404.3,1.75,,1.32,25/02/2024 22:20
25/02/2024,23:20:10,1.80,404.4,1.70,,1.29,25/02/2024 23:20
26/02/2024,0:20:09,1.80,406.0,1.65,,1.27,26/02/2024 0:20
26/02/2024,1:20:12,1.82,408.1,1.62,,1.25,26/02/2024 1:20
26/02/2024,2:20:12,1.86,414.0,1.63,,1.27,26/02/2024 2:20
26/02/2024,3:20:14,1.89,418.7,1.62,,1.27,26/02/2024 3:20
26/02/2024,4:20:15,1.95,427.0,1.64,,1.27,26/02/2024 4:20
26/02/2024,5:20:15,1.98,430.9,1.67,,1.30,26/02/2024 5:20
26/02/2024,6:20:15,1.94,428.9,1.75,,1.33,26/02/2024 6:20
26/02/2024,7:20:17,2.00,432.0,1.80,,1.36,26/02/2024 7:20
26/02/2024,8:20:18,1.93,424.2,1.94,,1.40,26/02/2024 8:20
26/02/2024,9:20:20,1.81,407.6,1.98,,1.41,26/02/2024 9:20
26/02/2024,10:20:21,1.81,408.0,1.95,,1.38,26/02/2024 10:20
26/02/2024,11:20:18,1.80,403.9,1.91,,1.36,26/02/2024 11:20
26/02/2024,12:20:20,1.79,405.2,1.83,,1.32,26/02/2024 12:20
26/02/2024,13:20:23,1.79,406.2,1.82,,1.31,26/02/2024 13:20
26/02/2024,14:20:22,1.79,407.4,1.83,,1.32,26/02/2024 14:20
26/02/2024,15:20:23,1.79,407.2,1.83,,1.33,26/02/2024 15:20
26/02/2024,16:20:27,1.79,408.2,1.85,,1.34,26/02/2024 16:20
26/02/2024,17:20:26,1.79,409.7,1.86,,1.36,26/02/2024 17:20
26/02/2024,18:20:27,1.79,410.2,1.91,,1.38,26/02/2024 18:20
26/02/2024,19:20:28,1.79,410.8,1.95,,1.39,26/02/2024 19:20
26/02/2024,20:20:31,1.80,413.1,2.00,,1.40,26/02/2024 20:20
26/02/2024,21:20:32,1.80,421.3,2.01,,1.38,26/02/2024 21:20
26/02/2024,22:20:33,1.87,427.9,2.00,,1.37,26/02/2024 22:20
26/02/2024,23:20:35,2.04,435.3,1.98,,1.35,26/02/2024 23:20
27/02/2024,0:20:37,2.09,444.5,1.97,,1.35,27/02/2024 0:20
27/02/2024,1:20:38,2.07,444.9,1.99,,1.35,27/02/2024 1:20
27/02/2024,2:20:39,2.09,451.0,2.00,,1.35,27/02/2024 2:20
27/02/2024,3:20:44,2.03,457.3,2.01,,1.34,27/02/2024 3:20
27/02/2024,4:20:46,2.15,475.6,2.03,,1.35,27/02/2024 4:20
27/02/2024,5:20:52,2.19,471.1,2.06,,1.35,27/02/2024 5:20
27/02/2024,6:20:50,2.06,444.4,2.08,,1.35,27/02/2024 6:20
27/02/2024,7:20:51,1.86,417.4,2.05,,1.36,27/02/2024 7:20
27/02/2024,8:20:51,1.80,402.9,1.98,,1.33,27/02/2024 8:20
27/02/2024,9:20:54,1.80,400.0,2.06,,1.35,27/02/2024 9:20
27/02/2024,10:20:52,1.79,398.1,2.09,,1.36,27/02/2024 10:20
27/02/2024,11:20:52,1.79,397.4,2.15,,1.40,27/02/2024 11:20
27/02/2024,12:20:56,1.79,397.3,2.19,,1.44,27/02/2024 12:20
27/02/2024,13:20:55,1.79,397.3,2.21,,1.49,27/02/2024 13:20
27/02/2024,14:20:53,1.78,398.1,2.20,,1.50,27/02/2024 14:20
27/02/2024,15:20:59,1.78,398.2,2.19,,1.55,27/02/2024 15:20
27/02/2024,16:21:01,1.78,400.3,2.16,,1.54,27/02/2024 16:21
27/02/2024,17:21:00,1.78,401.6,2.17,,1.55,27/02/2024 17:21
27/02/2024,18:21:03,1.78,402.5,2.16,,1.52,27/02/2024 18:21
27/02/2024,19:21:04,1.78,403.1,2.18,,1.52,27/02/2024 19:21
27/02/2024,20:21:07,1.78,403.8,2.21,,1.53,27/02/2024 20:21
27/02/2024,21:21:07,1.78,406.0,2.23,,1.54,27/02/2024 21:21
27/02/2024,22:21:08,1.78,406.9,2.25,,1.53,27/02/2024 22:21
27/02/2024,23:21:13,1.83,410.2,2.25,,1.52,27/02/2024 23:21
28/02/2024,0:21:14,1.81,410.8,2.24,,1.49,28/02/2024 0:21
28/02/2024,1:21:12,1.85,418.1,2.22,,1.44,28/02/2024 1:21
28/02/2024,2:21:16,1.85,435.0,2.21,,1.45,28/02/2024 2:21
28/02/2024,3:21:15,1.90,441.9,2.21,,1.43,28/02/2024 3:21
28/02/2024,4:21:14,1.93,447.2,2.22,,1.41,28/02/2024 4:21
28/02/2024,5:21:16,1.99,454.1,2.23,,1.40,28/02/2024 5:21
28/02/2024,6:21:18,2.01,442.9,2.27,,1.40,28/02/2024 6:21
28/02/2024,7:21:17,1.96,438.7,2.29,,1.40,28/02/2024 7:21
28/02/2024,8:21:18,1.90,429.8,2.29,,1.42,28/02/2024 8:21
28/02/2024,9:21:19,1.85,416.7,2.20,,1.44,28/02/2024 9:21
28/02/2024,10:21:23,1.82,409.0,2.02,,1.43,28/02/2024 10:21
28/02/2024,11:21:22,1.84,407.0,1.97,,1.39,28/02/2024 11:21
28/02/2024,12:21:20,1.83,405.5,1.89,,1.34,28/02/2024 12:21
28/02/2024,13:21:20,1.83,404.2,1.86,,1.46,28/02/2024 13:21
28/02/2024,14:21:24,1.82,403.9,1.76,,1.59,28/02/2024 14:21
28/02/2024,15:21:25,1.81,404.8,1.63,,1.67,28/02/2024 15:21
28/02/2024,16:21:26,1.84,415.5,2.38,,2.11,28/02/2024 16:21
28/02/2024,17:21:30,1.84,419.3,2.38,,2.10,28/02/2024 17:21
28/02/2024,18:21:30,1.84,425.6,2.39,,2.04,28/02/2024 18:21
28/02/2024,19:21:31,1.87,433.4,2.38,,1.89,28/02/2024 19:21
28/02/2024,20:21:30,1.81,407.6,2.11,,1.68,28/02/2024 20:21
28/02/2024,21:21:31,1.81,406.4,2.06,,1.58,28/02/2024 21:21
28/02/2024,22:21:34,1.81,406.1,2.08,,1.57,28/02/2024 22:21
28/02/2024,23:21:34,1.80,405.4,2.06,,1.59,28/02/2024 23:21
29/02/2024,22:42:43,2.05,446.1,1.71,,2.38,29/02/2024 22:42
29/02/2024,23:42:44,1.99,441.9,1.69,,2.39,29/02/2024 23:42
